CONSTRUCTEDAREA,ROOMNUMBER,BATHNUMBER,HASTERRACE,HASLIFT,HASAIRCONDITIONING,AMENITYID,HASPARKINGSPACE,ISPARKINGSPACEINCLUDEDINPRICE,PARKINGSPACEPRICE,HASNORTHORIENTATION,HASSOUTHORIENTATION,HASEASTORIENTATION,HASWESTORIENTATION,HASBOXROOM,HASWARDROBE,HASSWIMMINGPOOL,HASDOORMAN,HASGARDEN,ISDUPLEX,ISSTUDIO,ISINTOPFLOOR,FLOORCLEAN,FLATLOCATIONID,CADCONSTRUCTIONYEAR,CADMAXBUILDINGFLOOR,CADDWELLINGCOUNT,BUILTTYPEID_1,BUILTTYPEID_2,BUILTTYPEID_3,DISTANCE_TO_CITY_CENTER,DISTANCE_TO_METRO,DISTANCE_TO_CASTELLANA,lon_normalized,lat_normalized,Zona_Cuadricula,y_valid,y_pred,error_porcentual
79,2,1,1,1,0,3,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,6.0,1.0,1980,6,26,0,1,0,1.3633024738335204,0.3478258511699238,1.841829811263304,19.53420048125001,23.99853723684224,1400,338000,325389.97,3.7307784763313645
248,5,3,0,1,0,3,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1.0,1.0,1945,5,13,0,0,1,2.544072343,0.4107123494400629,1.513474795852858,34.64460788124998,28.60163184210556,1715,881000,945594.2,7.331916855845622
110,3,2,0,0,0,3,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,2.0,1.0,1992,4,8,0,0,1,4.577248172862103,1.0618907638873671,2.383736963376454,36.99277506249995,15.533908157896423,937,205000,162056.98,20.947812499999998
102,3,2,1,1,0,3,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,3.0,1.0,2005,8,94,0,0,1,1.4194610919068718,0.2049872523056867,1.504948930238154,20.90030418125002,22.97930835526414,1341,638000,602947.44,5.494132053291533
60,1,1,1,0,1,3,0,0,10001,0,0,1,0,0,0,0,0,0,0,0,0,3.0,1.0,1998,4,8,0,0,1,3.662408857411527,0.3891056355949539,1.2063460716156245,22.977680168749977,14.6420067105283,863,214000,119675.9,44.07668297313084
64,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1920,7,26,1,0,0,1.3200649873988124,0.7155788023167691,2.0385339437428702,18.587022962499976,25.268741249999877,1519,346000,293472.72,15.18129515895954
83,3,2,1,1,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,6.0,1.0,1956,7,24,0,0,1,2.301441791,0.6432754042386133,0.088995935,26.77231273750004,19.768248881579265,1167,392000,359378.16,8.321898915816329
82,3,2,1,1,1,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1.0,2.0,2000,6,37,0,0,1,3.377721531401587,0.2692507901321512,2.0291972407531045,36.13612308750007,21.15528453947355,1297,279000,325634.88,16.715008960573474
80,3,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,1960,6,35,0,0,1,6.907809041982304,0.5143222468236291,5.384032216709223,52.72174805000003,33.60424572368608,2033,143000,127532.28,10.816586538461536
120,2,2,1,0,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1.0,2.0,1900,8,14,0,0,1,2.0736450863915814,0.071633098,0.6932449834030654,31.62409698124992,30.824515065790106,1832,862000,657118.7,23.76813370069606
68,1,1,0,1,1,3,0,0,30001,0,1,1,0,1,1,0,0,0,0,0,0,8.0,1.0,1994,7,63,0,0,1,4.770826701334541,0.4196197127220969,1.4059405263153877,34.70490182500001,41.49515802631775,2495,420000,391300.1,6.8333110119047635
80,2,1,0,1,0,3,0,0,50001,1,0,0,0,0,1,0,0,0,0,0,0,2.0,1.0,1940,6,15,0,0,1,2.1536337362943017,0.2778256101970983,2.348073196771089,18.48931969999988,33.65373197368491,1999,437000,405395.75,7.232093821510299
55,2,1,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,2.0,1931,5,19,0,0,1,2.097724741519987,0.7782143358673801,0.6600412378312768,24.292272812499903,20.10216947368608,1225,184000,198757.1,8.020159646739122
160,4,4,0,1,1,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3.0,1.0,2005,4,9,0,0,1,4.960892221615256,0.6669103157772152,1.501719948959422,22.36628824374996,44.66618677631588,2663,468000,640418.1,36.8414797008547
129,3,2,0,1,0,3,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,9.0,1.0,1974,14,54,0,0,1,7.635505315245826,0.1475552110687424,1.8412929458551672,22.89522693124992,54.016794013159725,3263,441000,423049.88,4.070323129251696
72,2,2,0,1,1,3,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,3.0,1.0,2001,4,18,0,0,1,3.828242861423977,0.3812514634042797,3.315169347,12.482566943749871,17.517655065791356,1033,195000,188577.36,3.2936618589743616
81,3,1,1,0,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3.0,1.0,1982,4,79,0,0,1,4.036305701547794,0.6880683813912541,1.4169502898642783,23.47725676875002,13.326861776317427,804,123000,136783.6,11.206173780487806
129,3,2,0,1,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3.0,1.0,1952,6,31,0,1,0,2.027458360549408,0.3273002800976883,1.4779067112829536,22.20361344374994,34.3702287500001,2063,499000,620201.3,24.288840180360726
60,2,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,2002,4,9,0,1,0,4.412808203393701,0.8135445566973389,2.3938043837793304,37.24856439999999,16.518105789474713,998,69000,89302.93,29.424535778985515
83,2,2,0,1,1,3,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0.0,1.0,1982,13,60,0,0,1,7.428255366475446,0.3447441058821902,1.3016045052920089,36.16495970625007,51.29192947368474,3097,228000,313296.2,37.41060855263159
53,1,1,0,1,0,3,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,3.0,1.0,2004,7,55,0,0,1,5.909405872369616,0.5752324723062534,1.2054671930879015,24.09037186249998,48.00280756578972,2905,179000,233343.78,30.359654329608944
60,2,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,2.0,1962,5,34,0,0,1,4.816127385843105,0.3424741995967537,4.102239969993114,9.278560143749935,15.202118552631523,910,90000,109715.88,21.906536458333335
69,2,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1960,4,15,0,0,1,3.449898424778238,0.3175547821845901,0.9308758342475918,32.22291194999999,37.29054631578966,2253,326000,349835.7,7.311560582822096
166,3,2,0,1,1,3,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,3.0,1.0,1970,4,19,0,0,1,6.007474817527345,0.6555603035266899,1.790630425613662,36.8503520125,45.49474473684384,2737,752000,669393.4,10.984923537234037
78,4,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1900,6,14,0,1,0,0.8657396633753321,0.1066829687443076,0.6393974715663274,24.99565053125005,24.57225013157988,1465,300000,283117.5,5.627499999999996
100,3,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,2.0,1939,7,20,0,1,0,2.22508987,0.3206228536685954,0.3128852740188294,30.45170761249994,32.94334868421294,1951,506000,488697.4,3.4194849308300412
80,3,1,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1940,6,20,0,0,1,2.2639878104400952,0.3757449389768239,1.803485557713865,20.50301108749995,34.87328138158041,2061,428000,401270.5,6.245210280373836
62,3,1,0,0,0,3,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1.0,1.0,1900,4,11,0,1,0,1.017385719621148,0.214130076386694,1.3876471049144083,21.560866706250028,24.284438815789606,1462,222000,219010.69,1.3465371621621647
157,3,2,1,1,1,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2.0,2.0,1934,10,26,0,0,1,2.150865162,0.083361928,0.9830067839411306,32.61361474374993,29.62770782894796,1773,640000,946889.4,47.95146484374999
45,1,1,0,1,1,3,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,5.0,1.0,1971,6,50,0,0,1,2.0157091766549287,0.4607309512092964,0.2051931342127008,26.33733744999992,20.70267302631767,1227,305000,215263.34,29.42185450819672
50,2,1,0,1,1,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,7.0,1.0,1970,6,26,0,1,0,3.4356322203846137,0.1226502795469515,1.6735208248770677,20.990272174999895,39.184640394738416,2361,164000,259929.22,58.49342606707317
80,3,1,1,1,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,6.0,1.0,1945,7,30,0,0,1,3.428001375048091,0.1723373713592131,2.0252044418131385,36.08329264375004,20.76680059210664,1237,278000,278787.88,0.2834082733812915
140,3,2,1,1,0,3,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1.0,1.0,2014,16,136,0,0,1,2.378796417418267,0.4170025043468895,1.5040269861646132,34.00873833125004,26.905211052633707,1595,676000,923674.1,36.63818417159763
67,2,1,1,1,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1960,5,26,0,1,0,5.621887916604006,0.2089187934025854,3.982559395904997,46.625641268750016,34.19154802631757,2087,216000,165627.61,23.320551215277774
41,0,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1.0,2.0,1905,6,15,0,0,1,0.715383147,0.2365714713845234,1.0409107648730318,23.20151842499991,24.934944868421383,1464,168000,172843.16,2.882831101190475
150,3,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,1929,4,26,0,1,0,1.8925892296669693,0.2286525459805997,0.2828959461986983,29.999238825000017,31.629174144739224,1890,1267000,1103557.9,12.899930939226522
115,3,1,1,1,1,3,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,5.0,1.0,1940,7,15,0,0,1,1.727094091880535,0.2317340680858419,0.2345620930016236,26.31827233749994,21.762126710526623,1287,420000,461065.7,9.777544642857139
93,3,2,0,1,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5.0,1.0,1968,8,33,0,1,0,5.233456809,0.5867296641349974,4.178782864608913,46.25206580625004,25.02039782894928,1547,285000,235329.34,17.428300438596487
177,5,2,0,1,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1957,7,43,0,1,0,3.258943566756724,0.1484504595282978,1.4330209993050638,35.51836026875006,33.65305269737084,2016,539000,623629.8,15.701263914656781
92,3,1,1,1,1,3,0,0,16001,0,0,0,0,0,1,0,0,0,0,0,0,8.0,1.0,1981,13,79,0,0,1,7.657790433506672,0.5906916464235646,1.406332485284748,24.85243319375004,54.08528059210595,3265,341000,293424.22,13.951842008797655
130,4,2,1,1,0,3,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,2.0,1.0,1991,7,87,0,0,1,6.523380908034508,0.5491088086299903,5.305096261,51.88002160000003,29.966131052633934,1792,387000,382115.22,1.2622173772609768
75,3,2,0,1,1,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2.0,1.0,1900,4,15,0,0,1,0.6394180263547754,0.1615702976827276,0.9913315903045264,23.33374148124992,25.18757355263141,1524,392000,391712.53,0.07333386479592141
67,2,1,0,1,1,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.0,2.0,1930,5,20,0,1,0,3.583209447393997,0.1041400611124,1.4025019498889442,35.00937833124999,35.98238434210645,2136,281000,262437.28,6.605949733096084
51,1,1,1,1,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0.0,1.0,1955,2,2,1,0,0,3.2596804229977088,0.4323331829552254,2.150993172775193,17.5523218937499,17.149071973684908,1038,182000,183794.22,0.9858344780219852
143,3,2,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,11.0,1.0,1983,13,41,0,0,1,7.463491954728474,0.8704802192917057,1.0937552454244837,26.047398912500007,53.35504690789574,3207,492000,548223.3,11.427502540650414
35,0,1,0,1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,6.0,1.0,1920,7,21,0,0,1,1.749309045441763,0.4388647259486072,1.768027110775141,21.293694056249908,33.192887631578955,2002,181000,216644.98,19.69336153314918
55,1,1,0,1,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4.0,1.0,2004,5,12,0,0,1,1.2581548744145057,0.2989258354108407,1.592604653940742,21.59360580624999,31.45685532894828,1882,218000,318921.38,46.294208715596326
98,2,2,0,1,1,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2.0,1.0,1980,8,35,0,0,1,4.426909001847103,0.3813429777083313,2.0619621947982347,37.21730804375005,38.38075763157956,2318,503000,402723.12,19.935760437375748
185,3,2,1,1,1,3,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,2.0,1.0,2003,3,19,0,0,1,7.129638145142743,0.3935405511729328,3.4437972584896035,44.27025875624995,45.9973005263164,2745,390000,656688.44,68.38165064102564
98,2,2,0,1,0,3,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1.0,1.0,2005,9,336,0,0,1,7.149254942821358,0.7105679379078778,5.3564804598406335,49.75470700625,13.819022697369356,830,250000,252573.89,1.0295562500000077
73,3,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.0,1.0,1900,5,11,0,1,0,0.3639438188099992,0.1816670812011679,1.145325582418766,22.516526949999907,28.26311934210744,1703,298000,305946.78,2.6667051174496637
94,3,2,0,1,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1.0,1.0,1940,6,24,0,0,1,3.6118912723496233,0.3033773605673785,1.3088026949854097,34.19765964999995,36.757217368421855,2195,360000,364453.03,1.2369531250000065
83,3,1,1,0,0,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4.0,1.0,1978,5,15,0,1,0,4.475373005432094,0.5233881574449428,3.348641079452084,12.822692724999884,14.446111184212972,853,134000,131220.22,2.0744636194029886
101,2,1,1,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1.0,1973,4,9,0,0,1,0.4643583854560545,0.0453714132946957,1.293464160380165,21.746687943749887,27.87699151315795,1642,390000,546609.8,40.15636217948717
69,1,1,1,1,0,3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,5.0,1.0,1986,12,127,0,0,1,7.066697071410426,0.1135676504228178,2.687215966413915,18.485288893749946,51.68724888158089,3079,232000,219113.12,5.5546875
60,2,1,1,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2.0,1.0,1982,4,5,0,1,0,4.422338084299069,1.3196527515748502,2.0713811929350063,35.47516968749998,15.22042407894776,936,119000,93049.84,21.806853991596643
98,4,1,0,1,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3.0,1.0,1960,5,21,0,0,1,4.068023600941707,0.433569558598756,1.2276368752477718,25.54536422499997,13.294605855265702,806,199000,156073.92,21.57089353015076
94,3,2,0,1,0,3,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,5.0,1.0,1975,5,18,0,0,1,3.334951602846495,0.2389677601063392,1.527110363173683,35.927197081250064,33.63457250000131,2016,467000,451221.78,3.378633565310496
72,2,1,0,0,1,3,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1.0,1.0,1968,2,10,0,0,1,6.542950344775483,0.4043561611685513,3.307034562839463,43.29746564999998,43.93536697368576,2624,215000,222570.3,3.5210683139534904
118,2,2,0,1,1,3,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,5.0,1.0,2003,9,14,0,0,1,3.328058413023726,0.329847401977407,0.957050666391282,32.64341306249992,36.51333776315774,2193,612000,681432.8,11.345230800653594
77,4,1,0,0,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1958,4,9,0,0,1,6.967276344067219,0.4406492093007034,3.4415876856296466,44.09337048750001,45.363318355265534,2745,160000,209490.52,30.931572265624997
65,3,1,1,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.0,1.0,1964,3,7,0,0,1,3.415144356022826,0.7473432303858398,3.2409508957941093,12.93035518749998,19.1781945394753,1153,128000,123053.766,3.8642456054687524
60,2,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1.0,2.0,1959,4,9,0,0,1,4.7531555862873125,0.2118389420522475,3.2298436785289644,41.10585755000004,18.482153684211845,1122,95000,82753.1,12.891472039473683
45,2,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1971,4,63,0,0,1,3.048635800728238,0.087878274,3.812187964350639,10.902011150000009,24.54289763158107,1451,160000,146712.6,8.30462890625
51,1,1,1,0,1,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1.0,1.0,1970,4,49,0,0,1,5.354706065463121,0.2073321723857759,3.836987322302869,45.946130156250014,32.8937071710544,1966,190000,162483.62,14.482302631578946
65,3,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1961,6,9,0,0,1,4.661153678076679,0.081472259,4.208331554346054,8.635021699999859,16.502125328947265,969,128000,128921.76,0.7201232910156286
64,1,1,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2.0,1.0,1910,3,11,0,0,1,0.9331746439655556,0.2505980623122221,1.3189223164635202,21.90667086874989,24.47200835526344,1462,247000,255145.06,3.2975961538461496
58,2,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,1964,6,55,0,0,1,4.685876442,0.4690974403366199,3.112653355570921,42.80140249999997,33.06749322368474,2023,176000,143479.33,18.477654474431816
80,3,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1958,4,9,0,0,1,3.616790043622375,0.1776678980042663,2.510174020764953,16.065737243750018,16.36297072368517,977,135000,135099.2,0.07348379629630308
85,3,2,1,1,0,3,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,3.0,1.0,1983,9,27,0,0,1,8.067178947503065,0.3167602805076185,4.382051698206866,48.74914935625009,47.093536052631855,2869,264000,293505.34,11.176266571969705
95,3,1,0,1,1,3,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,2.0,1.0,1979,5,22,0,0,1,3.264271562,0.2759432884043143,1.9608505355849928,35.89726564375003,21.60143710526441,1296,168000,360623.8,114.65703125000002
86,2,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2.0,2.0,1952,6,13,0,0,1,4.9462237342170505,0.0583091158196515,1.054877998292675,33.322404237499974,42.818974407894665,2554,321000,357581.9,11.396232476635504
42,2,1,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,1930,6,23,0,1,0,2.1332703851451043,0.5315179477663314,1.636274100867128,21.35785987499998,34.602560657894614,2062,182000,209107.47,14.894213598901107
138,3,2,1,1,1,3,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,2.0,1.0,2008,3,3,0,0,1,6.818845018482468,0.2259753831311219,3.854462826049231,45.63351681249999,43.39662710526442,2626,902000,724558.44,19.67201358093127
71,3,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,1960,5,20,0,0,1,7.705505727849926,0.4957570306746515,0.3612885693551765,29.69304246875004,53.83263250000235,3210,150000,165166.8,10.111197916666658
105,3,2,0,1,0,3,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,8.0,1.0,2002,11,128,0,0,1,5.221252141631532,0.6040781850296392,3.394474535026156,14.816560112499907,10.63720315789554,615,326000,278513.53,14.56640145705521
76,2,1,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1953,6,23,0,0,1,4.492237220683236,0.2939179200852652,2.9135670410615804,41.92811031249999,33.00984789473917,2022,262000,220978.25,15.657156488549617
85,3,2,1,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.0,1.0,1992,5,12,0,0,1,4.488777892428495,1.3175666917926685,2.14439403,35.76297242500003,15.106783092107834,936,137000,190661.77,39.1691719890511
114,3,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1961,10,21,0,0,1,4.470726143926687,0.7809146006291846,2.364094333,18.861164249999927,12.296873157895044,739,237000,176803.6,25.399327531645564
81,1,1,0,1,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3.0,1.0,1900,7,22,0,1,0,1.230730997652181,0.2342015191498427,1.257229201269521,23.18684328124995,31.67343190789636,1884,432000,380747.2,11.864076967592595
103,2,2,0,0,1,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3.0,2.0,2000,6,19,0,0,1,0.2414546477257451,0.3521762703981764,0.6532097387046418,24.40010526874998,26.78900046052762,1585,359000,525440.75,46.36232590529248
33,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1954,4,3,0,0,1,3.83952426,0.4002901916618877,2.175845462684722,36.54440898750002,18.863775000000143,1117,57000,71268.71,25.032826206140356
110,3,2,1,0,1,3,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1.0,1.0,1979,3,4,0,0,1,3.683878112292751,0.4441953786657022,1.1570736718896055,23.373853368749916,14.55712434210599,864,182000,241735.12,32.82149725274726
28,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2.0,1915,4,19,0,0,1,3.4582649632995635,0.1418394619306512,0.9610671092507624,24.131498549999925,39.453136973685375,2365,268000,139049.44,48.115881529850746
50,1,1,1,1,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,5.0,1.0,1996,6,15,0,0,1,4.401584268546072,0.6539588901937149,4.870017837564589,6.050327206249914,21.40471480263383,1267,222000,202398.94,8.829307432432431
51,2,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1960,3,7,0,1,0,6.903147593744419,0.2966323818591305,5.585944767630871,53.36123282500008,31.079596907896494,1914,78000,77582.08,0.5357972756410256
211,4,3,1,1,0,3,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,4.0,1.0,2004,13,4,0,0,1,7.512814470208362,1.1508786237036923,4.104454280129659,12.244078249999893,51.943196315789706,3073,725000,723782.1,0.16798275862068834
53,2,1,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,1.0,1960,4,9,0,0,1,5.733772136569669,0.1400982553130097,4.220803777388102,45.32959379999995,17.475574868421837,1066,77000,98554.625,27.993019480519486
85,3,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1970,4,17,0,0,1,5.234657656328443,0.1493702181647266,3.6192236544368273,45.04299650625007,33.7276682894746,2026,209000,188239.16,9.93341806220096
64,2,1,0,0,1,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1.0,1.0,1934,4,11,0,0,1,2.699358807666856,0.4390971329829419,1.4381110502502554,21.871690506250022,36.70053467105489,2182,344000,327786.5,4.71322674418605
62,2,1,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4.0,0.0,1960,5,21,0,0,1,4.370163088932192,0.3319413594484903,3.120379033104296,42.30362871875008,30.466319078948494,1843,163000,120361.05,26.158866947852765
86,2,2,1,1,1,3,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1.0,1.0,2002,9,275,0,0,1,8.117735612531424,1.329526145061754,5.166077453925018,33.12522623749994,0.1270712500003198,34,173000,199953.38,15.579985549132957
190,5,3,0,1,0,3,0,0,55001,0,0,0,0,1,0,0,1,0,0,0,0,5.0,1.0,1962,6,14,0,1,0,2.245294573325644,0.1764177029866338,0.6332115801838472,25.86649495624991,35.03010881579037,2126,972000,910020.0,6.376543209876539
89,2,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1940,4,14,0,0,1,3.0381846783114765,0.2658654489195587,1.4196500630136366,35.264065106250015,32.50100782894937,1956,682000,528024.06,22.577116935483875
50,2,1,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1965,5,21,0,1,0,5.259071297230158,0.4276354125678309,3.224481463555111,42.676979981250014,37.62324809210545,2263,157000,138290.47,11.916898885350314
204,3,2,0,1,1,3,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,2.0,1.0,1972,5,73,0,0,1,6.174306010262057,0.250076627320308,1.0188263283678238,33.83172358124995,47.33312263158076,2854,857000,874024.6,1.9865373395565822
191,3,4,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.0,1.0,1933,7,14,0,0,1,0.7214922529940939,0.081833784,0.228600947,26.610674493749976,28.29625638158142,1707,1380000,1381394.8,0.1010688405797211
65,1,1,0,1,0,3,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0.0,1.0,1969,5,11,0,0,1,8.062690134200563,0.2921513308011774,4.74819245,50.06877912500002,45.92969118421039,2751,171000,142311.5,16.776900584795317
60,2,1,0,0,1,3,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,3.0,1.0,1964,6,13,0,0,1,3.3448304348149422,0.2945843884858827,2.4407112765244627,16.28592081875002,17.35405815789695,1037,122000,120147.18,1.5187051741803237
58,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1958,5,33,0,0,1,0.6373338262331566,0.2783641844797509,1.358941400276772,21.390197037499927,26.143707368423232,1582,388000,327566.38,15.575676546391747
36,1,1,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1.0,2.0,1940,7,32,0,0,1,2.008910481387216,0.1703140755352674,1.1502315470315017,23.75101308124989,34.40465059210716,2064,182000,185153.05,1.732443337912093
59,2,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1961,3,5,0,0,1,7.650694612287162,0.6522353953205118,4.703544543456509,30.51755013750004,1.292872434213157,91,81000,93926.28,15.95837191358025
155,3,2,0,1,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3.0,1.0,1952,8,15,0,0,1,0.6311783079566606,0.2257908923687139,0.6319861372842656,25.105767393749996,29.279821315791335,1766,809000,785136.6,2.9497373300370833
95,3,2,1,1,1,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2.0,1.0,2004,5,14,0,0,1,4.982954846144718,0.6083958468711748,1.3373730235885852,23.095950093749995,44.76879243421104,2664,260000,332227.44,27.779783653846145
61,2,1,1,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3.0,1.0,1970,7,11,0,0,1,3.392507918,0.069653533,1.005443088464153,23.907610143749935,39.22790059210628,2364,250000,250821.55,0.3286187500000093
70,2,1,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1968,9,209,0,0,1,4.036428747038537,0.3887366509832635,1.754366407200813,35.89932068749992,37.50898993421146,2256,316000,311572.44,1.401127373417721
80,2,1,0,1,1,3,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,5.0,1.0,2003,10,117,0,0,1,5.616967725604491,0.6862783042358124,2.6648694143207496,30.02270644375006,8.486540592107414,511,188000,165207.58,12.123628656914898
56,2,1,0,0,0,3,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,4.0,1.0,2000,5,20,0,0,1,0.7667347423032982,0.1903517407741982,0.5212842983382221,25.476731737499925,25.148812105263435,1526,229000,259030.81,13.11389192139738
