CONSTRUCTEDAREA,ROOMNUMBER,BATHNUMBER,HASTERRACE,HASLIFT,HASAIRCONDITIONING,AMENITYID,HASPARKINGSPACE,ISPARKINGSPACEINCLUDEDINPRICE,PARKINGSPACEPRICE,HASNORTHORIENTATION,HASSOUTHORIENTATION,HASEASTORIENTATION,HASWESTORIENTATION,HASBOXROOM,HASWARDROBE,HASSWIMMINGPOOL,HASDOORMAN,HASGARDEN,ISDUPLEX,ISSTUDIO,ISINTOPFLOOR,FLOORCLEAN,FLATLOCATIONID,CADCONSTRUCTIONYEAR,CADMAXBUILDINGFLOOR,CADDWELLINGCOUNT,BUILTTYPEID_1,BUILTTYPEID_2,BUILTTYPEID_3,DISTANCE_TO_CITY_CENTER,DISTANCE_TO_METRO,DISTANCE_TO_CASTELLANA,lon_normalized,lat_normalized,Zona_Cuadricula,y_valid,y_pred,error_porcentual
85,2,1,1,1,0,3,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,7.0,1.0,1981,11,45,0,0,1,7.739976724,0.3791751655125422,4.079812039421779,47.282901637499954,46.65490210526359,2808,402000,352028.78,12.430651430348261
150,4,2,0,1,1,2,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,5.0,1.0,1955,8,16,0,0,1,3.1241497316231746,0.1072771413795746,1.1814525155924145,34.43633271874995,34.05905809210518,2075,694000,712543.06,2.6719110230547516
58,2,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1922,5,6,0,0,1,0.6219450186284461,0.030531011,0.5034483014100563,25.35830878125002,25.7005707894758,1526,284000,266960.4,5.999856954225347
208,4,4,0,1,0,3,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,2.0,1.0,1970,11,82,0,0,1,5.233881802671529,0.2240516081127141,0.3342195178676051,27.547981681250004,45.38462822368464,2728,1368000,790057.75,42.24724049707602
107,4,2,1,1,0,3,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,4.0,1.0,1960,6,14,0,1,0,1.766791743337928,0.3137041894116978,0.9157313846096192,25.138618593749896,33.44836539473765,2006,489000,586725.25,19.984713701431488
78,2,1,0,0,1,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2.0,0.0,1965,6,25,0,0,1,5.53063796,0.4893539474072028,5.3943593322886665,3.446978756249953,16.963190921054984,964,129000,139341.69,8.016812015503882
52,2,1,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1965,4,9,0,0,1,8.590376422,0.31701756652393,6.741216395989011,55.21088688125006,11.332281381580383,716,92000,103040.35,12.000382133152176
70,2,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1960,3,7,0,0,1,6.788772506314479,0.2547333003458486,5.335284085,52.46441770625006,32.711063355264145,1973,165000,144051.19,12.696249999999997
162,4,3,0,1,1,2,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,4.0,1.0,1968,13,111,0,0,1,6.060755121235511,0.3258703962145178,0.0222281669281757,29.38385001874992,48.03283934210537,2910,542000,638902.25,17.87864391143912
110,3,2,1,1,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,5.0,1.0,1980,7,47,0,0,1,2.09538550856838,0.096400533,0.8514289545010508,25.053141237500007,34.62278756579157,2066,526000,706151.4,34.24931083650191
118,3,2,0,1,0,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,6.0,1.0,1990,6,49,0,0,1,1.877895392591183,0.6024950841043563,0.5893810895472603,24.68415155000003,20.90197269737018,1225,548000,505874.2,7.68719206204379
160,3,2,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.0,1.0,1981,7,28,0,0,1,2.351578012623638,0.3450682792994132,0.3921772868456319,26.93462800624996,35.173261447370855,2127,984000,996407.75,1.2609502032520314
220,5,3,1,1,0,3,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,3.0,1.0,1967,11,24,0,1,0,4.401479200991858,0.1106447659090616,2.3565767628219016,39.17051521250007,36.42380914473712,2200,638000,679685.75,6.533816614420074
66,3,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1930,5,25,0,1,0,2.320665072767061,0.6057862020354822,0.2285250673718397,26.13135812500005,19.550872697370814,1167,211000,217659.14,3.1559908175355478
60,2,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4.0,2.0,1925,7,32,0,0,1,2.552639397645965,0.1871941216761936,0.9783573728958732,33.18209707500003,32.00563296052787,1954,335000,352419.97,5.199990671641785
40,2,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,2008,6,19,0,0,1,2.673766773625449,0.2257180903246491,1.4522032247583858,34.81297470625,30.09935072368537,1835,242000,246246.52,1.7547585227272622
232,5,4,1,1,1,3,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,3.0,1.0,1954,5,13,0,0,1,0.8151593963555054,0.2320547657046582,0.7231234498639595,24.99832433750004,30.03797131578961,1825,1274000,1424212.4,11.790610282574576
50,2,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,2.0,1905,6,16,0,0,1,0.5973304113871784,0.005002117,0.5049882840553329,25.322682000000054,25.787770460528364,1526,282000,196930.75,30.166400709219854
80,3,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1969,8,33,0,0,1,5.533922189354042,0.4891236651235154,5.692665503344739,2.1901482187498478,18.699463881581007,1083,160000,139953.61,12.528994140625006
165,4,2,1,1,1,3,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,3.0,1.0,1988,13,93,0,0,1,7.347638507,0.8500237410867463,0.9675067197278812,26.49543679999997,52.920775855264,3147,745000,653483.94,12.284035234899326
76,3,1,0,1,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,2.0,1930,8,86,0,1,0,2.7258726041097106,0.1556001582124936,1.228874968791689,34.22792148749997,31.742815131579157,1895,421000,378687.16,10.050556710213776
62,2,1,1,1,1,3,0,0,30001,1,0,1,0,0,1,0,0,0,0,0,0,2.0,2.0,1952,9,31,0,0,1,2.667400176338289,0.4819361309256995,1.6742381379849731,35.234743212499986,28.24856342105295,1716,432000,333409.16,22.821954571759264
67,1,1,1,1,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,6.0,1.0,1900,6,13,0,1,0,0.4814548335100971,0.2554868691779716,1.1749698507314663,22.18477363749994,26.22227052631764,1583,298000,298275.12,0.09232382550334872
45,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,1930,5,31,0,0,1,0.8981497855226436,0.2920409459482278,1.1678237886226916,22.559285356249926,24.39928309210625,1463,188000,176578.62,6.075199468085102
140,3,2,0,1,0,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,2.0,1.0,1951,6,25,0,0,1,2.615434489582684,0.2571474855199432,1.287941192120268,33.01496113750001,22.18870835526451,1354,519000,502379.1,3.2024867533718693
100,4,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1977,3,4,0,0,1,4.572012797,1.1194256864950105,2.3465853472658464,36.78971255000005,15.413777171054573,937,132000,161352.86,22.2370146780303
73,3,1,1,0,0,3,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,2.0,1.0,1965,5,25,0,0,1,3.2603919261924026,0.7091787012734373,3.1005644779404933,13.5709012249999,19.42375098684276,1154,148000,121561.27,17.864004434121618
72,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,1967,6,25,0,0,1,5.579991285559029,0.3672343834168359,5.34246041134544,3.70558165624992,16.342522565791974,964,136000,147101.0,8.162500000000005
25,0,1,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,2.0,1970,8,30,0,0,1,1.612927667718763,0.3402403373466199,1.688596518415367,21.541496637500043,32.75737447368609,1942,222000,174108.66,21.572677364864866
65,2,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1965,7,27,0,0,1,4.300788333348402,0.3340651045908244,1.3944512759250676,22.567470868749897,42.3700154605271,2543,183000,214884.34,17.423138661202174
100,3,1,1,1,0,3,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1.0,2.0,1950,7,17,0,0,1,2.4915920881651394,0.3789372824069719,1.4945428905962828,21.64021359375,35.933212500000785,2122,396000,462746.6,16.855200441919195
40,1,1,0,1,0,3,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,4.0,1.0,2008,7,27,0,0,1,2.3983622074621027,0.249686545823541,2.1586983291785016,18.925087799999936,34.84553197368436,2059,331000,265039.2,19.92773791540785
55,2,1,1,0,1,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1.0,1.0,1960,4,13,0,0,1,5.366428259787709,0.2904267948661205,3.9751759702243374,46.39577505624997,31.72486671052804,1907,162000,143227.48,11.587972608024689
132,3,2,1,1,1,3,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1999,3,25,0,0,1,7.587364479834786,0.0244103514046188,6.210383482018464,56.21011051250007,31.9034542763164,1917,308000,377169.1,22.45749797077923
35,2,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,1920,5,21,0,0,1,4.398072110254049,0.3430380121018483,2.9343121214535284,39.89076287500001,19.2581900000012,1180,78000,79842.07,2.361628605769228
35,1,1,0,0,1,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4.0,1.0,1900,6,16,0,0,1,0.7254986100949031,0.1764564841340719,0.3430572208385114,26.07058701875001,25.750561644738177,1527,184000,183957.03,0.02335258152174058
55,2,1,0,1,0,3,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1.0,2.0,1993,5,2,0,0,1,6.571955267242531,1.1404076493229491,4.724290367458767,11.251450081249946,6.763278684211118,372,282000,139822.05,50.41771387411347
184,4,3,1,1,0,3,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,3.0,1.0,1965,8,18,0,1,0,4.182602636143999,0.2493458695795217,0.2741181042963054,29.698328131249976,41.16338997359981,2490,863000,996964.5,15.523117033603718
102,2,2,0,1,1,3,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1.0,1.0,1900,4,9,0,0,1,0.6626028436510578,0.1562387559947438,1.3223987622650832,21.641717725,25.76416657894911,1522,502000,477170.16,4.9461840139442215
192,3,3,1,1,0,2,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,5.0,1.0,1981,4,14,0,0,1,5.697881938449635,0.8349684992629962,3.3038910183187364,42.83329347500001,40.01607072368515,2443,772000,937857.75,21.484164507772018
228,4,3,0,1,0,3,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,5.0,1.0,1931,8,20,0,1,0,2.1835644205615283,0.5768678363599533,2.760584013,16.7005075499999,32.568446381581346,1937,1384000,1239063.2,10.472308526011565
182,2,2,0,1,1,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2.0,1.0,1910,9,14,0,0,1,1.9182352496976405,0.3262570872958036,0.0590805974170163,28.77165938124998,32.69853361842234,1949,1218000,1437586.0,18.028407224958954
63,1,1,0,1,0,3,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0.0,1.0,2009,6,149,0,0,1,8.974415036883393,0.5516124541323262,6.890442083420852,54.63315593124997,8.339118223684578,535,91000,151960.77,66.98985233516484
70,1,1,0,1,1,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2.0,1.0,1937,2,2,0,0,1,5.921835499181769,0.9981449673512126,3.7797663793142857,44.82362897499996,39.20256164473741,2385,336000,309435.84,7.905998883928566
76,2,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1988,8,29,0,0,1,5.480452108341084,0.3157880561447254,3.957749235307816,44.20244157500006,17.67875611842295,1065,72000,115975.47,61.07703993055556
65,3,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1960,5,21,0,0,1,7.759276503021548,0.7451502469701579,6.715336090103354,57.29603058749997,24.943624078948734,1498,147000,113687.56,22.661522108843535
60,1,1,0,1,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,1.0,2004,6,18,0,0,1,4.676489551570613,0.6422126091902552,2.711965225989499,38.614526868749934,16.330547894738686,999,96000,117670.484,22.573421223958334
58,1,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0.0,1.0,1991,7,26,0,0,1,1.821518224735371,0.1510746107488552,0.071698199,27.027739593750056,21.644227631579387,1288,204000,220335.03,8.007368259803926
110,2,2,1,1,1,3,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,4.0,1.0,1995,4,91,0,0,1,7.526097626578274,0.2362971612544597,3.5343699810825373,45.02824576875008,47.30261730263296,2866,522000,490619.44,6.011602011494254
145,4,2,1,1,1,3,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,9.0,1.0,1981,3,4,0,0,1,4.927256075,0.2987378359853467,2.013701235741163,37.2739336625,40.68556934210577,2438,664000,635494.1,4.293053463855423
57,1,1,0,1,1,3,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2.0,1.0,1965,6,10,0,0,1,1.0332346101543464,0.2934292929805832,0.2069540986887466,27.206147849999997,29.63235407894902,1768,492000,400895.2,18.517238313008132
123,4,2,0,1,0,3,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1.0,1.0,1981,13,79,0,0,1,7.667819826727586,0.5428573415044818,1.457707310405416,24.63448903749995,54.125854736843394,3265,379000,373131.16,1.5485075857519792
150,5,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1968,6,48,0,0,1,2.802088261475008,0.301223343,0.5264280846203017,25.86006137499997,37.01282322368538,2246,551000,699903.4,27.024205989110705
170,4,3,1,1,1,3,0,0,28001,0,0,1,0,1,0,0,1,1,0,0,0,1.0,1.0,1977,4,13,0,0,1,3.588331425635076,0.2429629814423246,1.8899134732279703,37.48289285624997,33.24538986842122,2018,646000,696368.2,7.796933049535593
75,4,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1920,3,34,0,1,0,1.2065188259575133,0.559634759,2.0167132797778105,18.84877203749988,29.05062960526306,1759,337000,307401.94,8.782807863501485
59,2,1,1,1,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1987,5,21,0,0,1,6.350309971525998,0.5282273952378879,1.948055817976904,21.18755231875004,49.45282572368529,2962,162000,194239.69,19.901041666666664
160,4,2,1,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,11.0,1.0,2012,4,10,0,0,1,6.177589522809087,0.2147254806680581,0.9757441671708732,33.65707731249998,47.40198572368569,2854,664000,846448.7,27.477211972891567
78,2,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,1959,4,14,0,0,1,4.154482468305015,0.2910809928213523,3.514189664484132,11.653669674999882,16.585416250001863,972,132000,129838.19,1.637736742424245
75,2,1,0,1,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1.0,1.0,1962,3,7,0,0,1,4.233748055485576,0.842304209,2.1917133000398583,36.39078036249994,16.719210394738163,997,131000,121438.734,7.298676049618324
55,2,1,1,0,0,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,4.0,1.0,1966,5,13,0,1,0,4.993851102033421,0.3487463090351879,3.471836911,44.34296851250001,32.78287256579119,1965,92000,119179.77,29.543231997282614
130,5,1,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1948,8,30,0,0,1,1.5545994402489094,0.2963961512776569,0.1739020114819441,28.266342818749905,23.417996644739407,1409,450000,386494.66,14.112298611111108
110,3,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,1962,5,11,0,0,1,2.515196671823099,1.244635336447904,3.268475314159077,13.917538762499932,31.368075855263044,1874,339000,383694.9,13.184338126843652
47,2,1,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.0,2.0,1930,8,32,0,0,1,2.5581610413057554,0.2244403224756724,1.0185708136547216,33.322666050000024,31.852636644738773,1894,322000,310062.03,3.707443711180125
180,2,2,1,1,1,2,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,4.0,1.0,2006,6,175,0,0,1,8.298625894879523,0.8154052835386402,5.647619590672609,53.50693590625008,43.71481177631564,2634,1009000,958507.3,5.004230673934584
236,4,4,0,1,1,3,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,5.0,1.0,1950,8,27,0,0,1,2.2363202762826613,0.3010100569239365,0.6214906398674318,31.582893593750008,31.94677269737053,1892,1606000,1726651.2,7.512531133250322
118,3,2,1,1,0,3,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,3.0,1.0,1965,8,29,0,1,0,2.934968176185019,0.3807800524715233,0.7514280688536127,32.45075630624994,34.83712059210723,2073,622000,669823.6,7.688685691318331
40,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,1900,4,33,0,0,1,1.1715047886962895,0.124990426645183,0.9919106601358962,24.31057940625,31.4533308552648,1885,195000,195245.88,0.12608974358974123
150,3,2,0,1,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0,1957,8,33,0,0,1,2.640344453493052,0.3420926110384256,1.493221616858666,34.85311498750005,29.53309434210754,1775,858000,878070.2,2.339182692307684
70,3,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1957,6,15,0,1,0,3.8881101052714095,0.340782082,1.1193633337389868,24.896698312499943,13.877964473685816,805,128000,103259.516,19.328503417968747
150,3,2,0,1,0,3,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,3.0,1.0,1985,8,2,0,0,1,6.228545072227446,0.7916244934183865,3.650140557713384,44.49568964375,41.30927309210579,2505,903000,821241.6,9.054083610188258
40,1,1,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1963,4,25,0,0,1,0.9979990302330172,0.3567341619143702,1.010485707552663,23.159182237499945,23.94504131578997,1404,206000,193482.27,6.07657008495146
82,3,1,0,1,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.0,1.0,1963,6,17,0,0,1,4.254020001991472,0.3506282562450085,3.5076254939703086,11.741601062499925,16.06496250000042,972,146000,151679.7,3.8902076198630064
100,3,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.0,1976,9,111,0,0,1,4.582715891066091,0.2863219822341669,2.8457300038057527,39.32486953749993,17.49931460526446,1060,252000,168467.48,33.14782366071428
163,4,2,1,0,1,3,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1.0,1.0,1969,3,4,0,0,1,6.921762194242175,0.694609741,5.921118837534182,2.9182768062499305,9.9201862500025,543,176000,259636.75,47.52088068181819
60,1,1,1,1,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,2008,3,6,0,0,1,6.3392289930730366,0.2677597998605606,5.069667555308776,7.0287216249999,9.780561973684764,548,135000,130899.52,3.0373900462962955
55,1,1,1,1,0,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,1.0,1959,7,16,0,0,1,1.9810941388464456,0.752728007,2.5957319059854704,16.2365507249999,23.91399256579147,1397,122000,188283.53,54.33076331967213
155,4,2,0,1,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,5.0,1.0,1966,9,100,0,0,1,1.7259670928752942,0.2277010442168079,1.4626360358059605,22.69182996250001,33.36625835526342,2003,895000,838030.9,6.365265363128492
67,2,1,0,1,1,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.0,1975,5,29,0,0,1,4.2578441114985335,0.4083124350648663,1.8041261599617628,36.09509301249992,38.41938322368416,2317,208000,270133.3,29.871784855769224
230,3,3,0,1,1,3,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,6.0,1.0,1920,6,15,0,0,1,1.9860755976345992,0.1417492565982158,0.8135735409783249,31.85721556875001,29.633510789474517,1772,1465000,1672312.8,14.1510409556314
100,2,1,0,1,1,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2.0,1.0,1921,4,51,0,0,1,0.9812971278411036,0.4059075888176202,1.095764828797052,22.80176834999993,24.051148157895756,1463,172000,374349.06,117.64480377906979
121,3,2,0,1,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,1970,7,32,0,1,0,2.2676569006021183,0.1883936433302326,0.6895399586217457,25.521672406250048,35.167792302633806,2126,547000,557871.0,1.9873857404022033
53,1,1,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1941,5,18,0,0,1,0.7811907625032999,0.2091993395496558,0.530587463,25.45569012500001,25.07873796052877,1526,268000,286201.3,6.791534514925379
128,3,3,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0.0,1979,1,1,0,0,1,3.131844768476488,0.329301905,1.8661164242971169,35.86686773750006,22.520948223685945,1356,701000,657875.9,6.1518009985734645
43,2,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,2.0,1965,6,47,0,0,1,4.356540045013243,0.1605670059594809,1.076567276500746,23.978701087500006,42.58888605263258,2544,114000,145025.6,27.215433114035093
191,5,2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2.0,1.0,1950,8,17,0,1,0,3.005696724,0.201873224862032,1.7432987099201631,36.19203996875,30.443491513159508,1837,698000,658928.5,5.59763610315186
88,3,2,1,1,0,3,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,4.0,1.0,1976,7,30,0,1,0,6.660337061974753,0.9970303311615488,2.083924217970969,38.57303401249998,47.32357782894824,2859,365000,357626.84,2.02004280821918
57,1,1,0,1,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,5.0,2.0,1931,10,37,0,0,1,1.4430105742155224,0.2835409824792447,0.1132545559641484,26.991531662499984,23.126699671052823,1407,278000,254846.47,8.328608363309353
89,3,1,0,1,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3.0,1.0,1974,12,48,0,0,1,7.1505221733960544,0.4142091210417988,6.00824399,54.732058000000016,28.912259078949774,1735,157000,207990.81,32.47822452229299
72,3,1,0,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.0,1.0,1958,4,9,0,0,1,4.943712971286532,0.2872994249269565,3.4396552324637613,13.409979831250029,12.25394289473742,734,134000,127188.234,5.08340718283582
155,2,3,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.0,1.0,1905,8,15,0,0,1,0.6493705948747788,0.2222691933083975,0.6421964338883782,25.091936318749944,29.36016223684456,1766,871000,932100.06,7.014932548794484
134,4,2,0,1,1,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1.0,1979,8,124,0,0,1,2.9756370485599013,0.1062240830223805,1.8032765723167865,35.92215184375004,24.031961513160024,1476,604000,655366.4,8.504366721854307
81,2,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1978,5,10,0,1,0,4.096987782414579,0.2843754412496411,1.3222092307936988,22.80493886249992,41.668664605265576,2483,182000,258943.31,42.276545329670334
255,3,5,0,1,0,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,4.0,1.0,1930,6,1,0,0,1,0.3284991877002947,0.1234844127522093,0.9570031245802,23.426684918750027,28.52773822368507,1704,1606000,1477106.5,8.02574719800747
82,3,2,1,1,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.0,1.0,1956,7,24,0,0,1,2.347827352397036,0.593393012,0.087004231,26.752297356250047,19.59327506579204,1167,390000,359378.16,7.851754807692313
69,3,1,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0,1.0,1962,5,11,0,1,0,5.155080060395703,0.3679546683482819,3.974422131352248,45.18158050000008,22.29699664473717,1366,112000,106035.32,5.325606863839283
83,2,1,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.0,2.0,1969,7,18,0,0,1,2.194636484,0.2096810456817053,0.866369039,24.77115110624994,35.002153684212395,2125,338000,400333.94,18.44199334319527
90,3,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1982,5,29,0,0,1,0.9248927435172398,0.3599369113031034,1.0180318421614734,23.174033643749915,24.20041039473742,1464,279000,302994.16,8.600056003584221
94,3,1,0,1,0,3,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,2.0,1.0,1970,8,43,0,1,0,7.969078308271955,0.160924847693918,4.594408111412874,49.41109911875009,46.03080631579054,2810,288000,315922.38,9.695269097222226
65,3,1,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.0,1.0,1971,5,132,0,0,1,7.074730832490343,1.2500426050424087,6.312068585988284,0.6300598937498831,11.054787302633637,661,151000,154838.73,2.5422081953642373
48,2,1,0,1,0,3,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0.0,1.0,1925,4,29,0,0,1,3.878664445198648,0.3757924390483229,1.4189605779194483,22.28660800624992,40.87852263158102,2423,170000,168074.45,1.1326746323529369
103,4,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1954,9,49,0,0,1,2.668271940063142,0.2512870786786637,1.7852469318780235,35.280426174999945,27.094853355263183,1656,460000,516142.94,12.204986413043484
120,3,2,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,1973,7,39,0,0,1,5.731817332846116,0.4072959213874061,1.5348232737715537,35.663965631249994,44.92800315789606,2676,513000,462958.44,9.754690545808964
79,1,1,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1956,4,14,0,0,1,4.460295393969196,0.1585005769322473,3.819164484332721,10.377290962499956,16.076778026317488,971,147000,153074.58,4.132366071428573
48,1,1,0,0,0,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1.0,2.0,1900,7,25,0,0,1,0.944990944,0.3044741322011727,0.9562695751468726,23.4269802874999,24.11111467105361,1464,211000,223962.92,6.14356486966825
40,2,2,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1905,4,29,0,0,1,0.7712886364542606,0.2940054186522416,1.0184013011714923,23.32093258124995,24.725894671054423,1464,169000,200926.25,18.891272189349117
74,0,1,0,1,1,3,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0.0,1.0,2014,6,10,0,0,1,0.8328889152649791,0.1380839030226484,1.3833132975368796,21.62755772499992,25.005240263157813,1522,419000,376816.62,10.067631264916466
40,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,1926,8,18,0,0,1,2.321940141237431,0.2459939666842497,1.165314606896581,33.40959923125,29.57317552631649,1774,291000,275530.5,5.315979381443303
58,1,1,0,1,0,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0.0,1.0,1965,7,126,0,0,1,2.891242232081176,0.2388630886536249,1.6503636974437086,35.11726020000006,23.20875625000208,1416,296000,233109.78,21.24669552364865
