Precio_real,Precio_predicho,Error_absoluto
332000,235670.8,96329.203125
211000,148855.44,62144.5625
135000,187358.25,52358.25
189000,226656.97,37656.96875
417000,570106.25,153106.25
301000,196040.0,104960.0
181000,154318.02,26681.984375
142000,129770.68,12229.3203125
131000,146947.16,15947.15625
223000,160757.5,62242.5
460000,350681.75,109318.25
240000,198353.86,41646.140625
254000,197177.88,56822.125
159000,148394.6,10605.40625
124000,149579.0,25579.0
373000,262670.72,110329.28125
216000,209786.56,6213.4375
244000,216471.66,27528.34375
278000,274857.3,3142.6875
219000,155596.84,63403.15625
398000,431733.8,33733.8125
497000,416397.12,80602.875
135000,157164.75,22164.75
439000,406795.3,32204.6875
187000,189758.9,2758.90625
284000,274124.6,9875.40625
358000,228070.08,129929.921875
134000,128157.61,5842.390625
487000,353334.53,133665.46875
188000,190651.39,2651.390625
80000,102996.234,22996.234375
147000,166759.06,19759.0625
141000,142988.12,1988.125
461000,373371.2,87628.8125
177000,204904.14,27904.140625
310000,253630.55,56369.453125
508000,575528.6,67528.625
159000,141136.78,17863.21875
247000,222453.72,24546.28125
196000,183117.81,12882.1875
139000,140325.81,1325.8125
100000,141629.34,41629.34375
352000,316627.0,35373.0
509000,312235.88,196764.125
306000,194364.38,111635.625
146000,144710.1,1289.90625
199000,156771.44,42228.5625
331000,191153.88,139846.125
516000,482133.47,33866.53125
231000,216318.67,14681.328125
151000,198593.84,47593.84375
321000,220078.72,100921.28125
424000,218071.08,205928.921875
195000,193334.6,1665.40625
139000,172270.9,33270.90625
155000,146490.78,8509.21875
108000,180995.69,72995.6875
195000,200360.81,5360.8125
264000,189399.69,74600.3125
321000,265987.9,55012.09375
176000,200096.16,24096.15625
273000,215604.4,57395.59375
281000,208257.31,72742.6875
384000,285819.72,98180.28125
116000,141500.6,25500.59375
335000,409986.75,74986.75
319000,278553.47,40446.53125
214000,134864.38,79135.625
146000,153402.5,7402.5
180000,130163.07,49836.9296875
338000,262256.12,75743.875
489000,375831.6,113168.40625
959000,724065.5,234934.5
246000,188011.42,57988.578125
247000,183508.44,63491.5625
449000,321235.34,127764.65625
230000,170853.97,59146.03125
173000,309881.3,136881.3125
957000,560218.5,396781.5
432000,335519.84,96480.15625
328000,359555.62,31555.625
146000,175347.3,29347.296875
136000,155073.08,19073.078125
250000,194138.78,55861.21875
52000,133325.25,81325.25
233000,228327.0,4673.0
248000,246383.17,1616.828125
124000,188002.36,64002.359375
100000,164818.03,64818.03125
869000,567713.7,301286.3125
247000,235021.27,11978.734375
258000,237058.47,20941.53125
94000,129484.445,35484.4453125
134000,162171.75,28171.75
122000,140037.53,18037.53125
359000,215252.02,143747.984375
213000,186384.56,26615.4375
465000,465785.0,785.0
377000,270486.06,106513.9375
104000,106209.97,2209.96875
212000,206968.84,5031.15625
114000,144862.12,30862.125
188000,200052.56,12052.5625
178000,236211.1,58211.09375
655000,409257.6,245742.40625
999000,628797.56,370202.4375
316000,255740.44,60259.5625
643000,457421.94,185578.0625
481000,339361.47,141638.53125
351000,273054.62,77945.375
414000,431409.66,17409.65625
66000,128025.0,62025.0
103000,153832.69,50832.6875
1051000,755062.94,295937.0625
131000,142723.69,11723.6875
235000,190895.94,44104.0625
246000,171067.6,74932.40625
160000,192923.64,32923.640625
276000,416381.06,140381.0625
144000,182133.06,38133.0625
182000,161393.94,20606.0625
226000,144335.75,81664.25
587000,471538.1,115461.90625
889000,681381.9,207618.125
157000,188754.89,31754.890625
191000,182654.05,8345.953125
819000,477147.2,341852.8125
382000,203282.12,178717.875
459000,260828.89,198171.109375
385000,252696.7,132303.296875
211000,217772.88,6772.875
260000,205600.44,54399.5625
250000,191064.39,58935.609375
853000,666224.6,186775.375
135000,142855.1,7855.09375
300000,268715.56,31284.4375
416000,326832.53,89167.46875
323000,257179.03,65820.96875
172000,176902.84,4902.84375
104000,149527.69,45527.6875
509000,417998.75,91001.25
722000,343278.6,378721.40625
120000,176952.33,56952.328125
232000,172945.14,59054.859375
440000,382403.3,57596.6875
396000,334946.75,61053.25
322000,215901.7,106098.296875
203000,224499.56,21499.5625
424000,324694.16,99305.84375
460000,341305.22,118694.78125
459000,398746.38,60253.625
843000,480922.56,362077.4375
244000,197091.48,46908.515625
210000,185837.02,24162.984375
491000,342615.38,148384.625
404000,172267.9,231732.09375
496000,471804.06,24195.9375
404000,390420.94,13579.0625
313000,235448.64,77551.359375
175000,156367.19,18632.8125
158000,232317.81,74317.8125
143000,164323.38,21323.375
166000,244830.19,78830.1875
229000,199738.61,29261.390625
61000,134722.34,73722.34375
173000,182135.33,9135.328125
741000,365355.94,375644.0625
845000,922361.06,77361.0625
541000,357057.03,183942.96875
294000,288321.88,5678.125
121000,139574.72,18574.71875
531000,459868.97,71131.03125
137000,190371.2,53371.203125
180000,179879.05,120.953125
951000,830496.3,120503.6875
538000,355059.34,182940.65625
367000,297918.22,69081.78125
369000,271100.94,97899.0625
119000,201426.4,82426.40625
494000,321521.5,172478.5
69000,126421.94,57421.9375
348000,223753.98,124246.015625
127000,165557.98,38557.984375
400000,361116.25,38883.75
566000,313490.5,252509.5
250000,231962.56,18037.4375
292000,309894.84,17894.84375
366000,454343.88,88343.875
383000,237951.33,145048.671875
305000,200229.06,104770.9375
126000,196142.64,70142.640625
341000,244594.0,96406.0
131000,141655.25,10655.25
335000,187904.84,147095.15625
184000,178911.02,5088.984375
1005000,812939.0,192061.0
285000,189151.77,95848.234375
127000,129345.375,2345.375
216000,236889.11,20889.109375
259000,265958.72,6958.71875
98000,170520.81,72520.8125
438000,255333.4,182666.59375
179000,119244.07,59755.9296875
391000,347482.0,43518.0
105000,157327.94,52327.9375
73000,151403.56,78403.5625
587000,708045.6,121045.625
240000,218889.75,21110.25
107000,138931.0,31931.0
375000,439205.62,64205.625
378000,410015.2,32015.1875
738000,340518.56,397481.4375
141000,134915.97,6084.03125
994000,782003.5,211996.5
859000,912662.0,53662.0
984000,724482.25,259517.75
239000,174265.5,64734.5
132000,143790.56,11790.5625
201000,115659.22,85340.78125
466000,523809.44,57809.4375
175000,198107.08,23107.078125
435000,232403.66,202596.34375
340000,246246.2,93753.796875
255000,253383.94,1616.0625
527000,447574.7,79425.3125
207000,262989.88,55989.875
275000,223718.22,51281.78125
409000,310897.62,98102.375
835000,618636.6,216363.375
216000,182414.34,33585.65625
1189000,727162.9,461837.125
120000,130285.836,10285.8359375
397000,435718.94,38718.9375
138000,174094.89,36094.890625
88000,191836.34,103836.34375
408000,388628.22,19371.78125
292000,346844.8,54844.8125
416000,348599.12,67400.875
727000,476425.25,250574.75
372000,287756.28,84243.71875
424000,346027.2,77972.8125
379000,227042.98,151957.015625
1254000,810710.5,443289.5
203000,204497.44,1497.4375
265000,239553.72,25446.28125
177000,177044.4,44.40625
127000,144408.16,17408.15625
369000,269252.16,99747.84375
305000,242806.06,62193.9375
167000,145392.72,21607.28125
166000,166686.66,686.65625
624000,479145.62,144854.375
416000,283434.44,132565.5625
242000,188778.06,53221.9375
292000,232399.81,59600.1875
879000,634745.6,244254.375
214000,193207.48,20792.515625
313000,292627.5,20372.5
767000,585128.25,181871.75
240000,211059.06,28940.9375
162000,178059.14,16059.140625
387000,310379.62,76620.375
536000,524958.75,11041.25
191000,157620.03,33379.96875
381000,299536.1,81463.90625
323000,257089.11,65910.890625
441000,356849.88,84150.125
687000,746029.75,59029.75
109000,140945.98,31945.984375
406000,240735.81,165264.1875
270000,292732.6,22732.59375
360000,209556.33,150443.671875
131000,144860.98,13860.984375
416000,280311.47,135688.53125
688000,438425.25,249574.75
152000,155034.81,3034.8125
792000,570419.75,221580.25
162000,114846.95,47153.046875
162000,140195.52,21804.484375
256000,170507.62,85492.375
162000,152317.61,9682.390625
130000,141986.33,11986.328125
117000,166825.67,49825.671875
492000,292010.44,199989.5625
69000,140355.72,71355.71875
125000,154014.12,29014.125
178000,139667.83,38332.171875
263000,186039.66,76960.34375
207000,199740.72,7259.28125
127000,145576.05,18576.046875
150000,158255.19,8255.1875
210000,160325.53,49674.46875
91000,140133.44,49133.4375
173000,187139.38,14139.375
362000,263694.75,98305.25
831000,711890.9,119109.125
373000,308410.75,64589.25
255000,212406.12,42593.875
182000,124824.766,57175.234375
138000,149895.17,11895.171875
293000,280397.44,12602.5625
267000,275241.3,8241.3125
130000,178586.84,48586.84375
119000,126604.914,7604.9140625
299000,262951.78,36048.21875
216000,339968.53,123968.53125
150000,182470.52,32470.515625
1280000,653755.25,626244.75
235000,191251.78,43748.21875
169000,181765.22,12765.21875
276000,453068.5,177068.5
386000,212639.72,173360.28125
529000,296247.88,232752.125
88000,156944.72,68944.71875
249000,173216.19,75783.8125
320000,270274.1,49725.90625
378000,192155.72,185844.28125
106000,192097.3,86097.296875
180000,195269.78,15269.78125
210000,217456.28,7456.28125
155000,160249.56,5249.5625
181000,162642.1,18357.90625
300000,216537.81,83462.1875
437000,231578.86,205421.140625
362000,264844.06,97155.9375
86000,141994.64,55994.640625
259000,251473.11,7526.890625
130000,149870.5,19870.5
97000,153160.0,56160.0
219000,217116.64,1883.359375
508000,306321.75,201678.25
576000,260232.53,315767.46875
1127000,587314.44,539685.5625
234000,211645.95,22354.046875
595000,527021.4,67978.625
250000,199182.42,50817.578125
700000,476786.5,223213.5
261000,148543.81,112456.1875
1055000,757792.3,297207.6875
157000,147387.95,9612.046875
118000,153230.5,35230.5
429000,433621.38,4621.375
481000,337854.0,143146.0
479000,457527.25,21472.75
283000,230399.62,52600.375
310000,240328.31,69671.6875
138000,175259.33,37259.328125
246000,215402.27,30597.734375
147000,183752.77,36752.765625
182000,166051.61,15948.390625
909000,467310.25,441689.75
343000,253937.28,89062.71875
176000,193811.58,17811.578125
577000,320737.62,256262.375
504000,341078.16,162921.84375
191000,232997.22,41997.21875
190000,167139.75,22860.25
343000,222398.78,120601.21875
106000,142160.55,36160.546875
331000,238238.44,92761.5625
481000,351387.25,129612.75
163000,137448.4,25551.59375
296000,264078.62,31921.375
158000,261329.77,103329.765625
543000,250589.39,292410.609375
162000,171055.38,9055.375
281000,187743.34,93256.65625
471000,343850.84,127149.15625
620000,605751.4,14248.625
254000,215890.33,38109.671875
966000,680149.6,285850.375
327000,332414.38,5414.375
124000,139049.66,15049.65625
171000,161689.44,9310.5625
132000,145743.92,13743.921875
351000,230702.0,120298.0
427000,294104.72,132895.28125
616000,442683.72,173316.28125
372000,228935.6,143064.40625
187000,180762.23,6237.765625
107000,156096.28,49096.28125
213000,223605.4,10605.40625
180000,184348.3,4348.296875
133000,142473.2,9473.203125
207000,210846.56,3846.5625
336000,224344.17,111655.828125
151000,224189.06,73189.0625
116000,153524.56,37524.5625
99000,137252.25,38252.25
849000,627731.25,221268.75
294000,221310.67,72689.328125
603000,345496.75,257503.25
284000,196509.1,87490.90625
884000,755230.8,128769.1875
195000,189711.1,5288.90625
116000,180586.53,64586.53125
189000,179942.25,9057.75
183000,151450.77,31549.234375
247000,184997.44,62002.5625
160000,136021.64,23978.359375
375000,225040.84,149959.15625
190000,184524.19,5475.8125
227000,179267.47,47732.53125
181000,140092.11,40907.890625
158000,173017.33,15017.328125
181000,174907.84,6092.15625
133000,155278.72,22278.71875
217000,183596.38,33403.625
98000,132306.62,34306.625
219000,200409.7,18590.296875
137000,186431.86,49431.859375
875000,521184.53,353815.46875
167000,189001.03,22001.03125
313000,256248.33,56751.671875
124000,155445.5,31445.5
546000,434855.44,111144.5625
144000,161211.0,17211.0
263000,205597.53,57402.46875
163000,157441.62,5558.375
563000,346430.03,216569.96875
125000,150709.16,25709.15625
581000,540066.2,40933.8125
191000,275765.3,84765.3125
91000,149743.27,58743.265625
336000,214480.78,121519.21875
460000,288231.53,171768.46875
227000,197108.45,29891.546875
502000,339604.2,162395.8125
163000,167304.88,4304.875
106000,138628.34,32628.34375
91000,113357.625,22357.625
228000,202552.53,25447.46875
287000,187795.64,99204.359375
205000,193412.53,11587.46875
530000,382144.47,147855.53125
171000,140414.47,30585.53125
160000,138945.38,21054.625
1159000,845807.56,313192.4375
209000,165885.53,43114.46875
128000,171675.31,43675.3125
652000,609263.5,42736.5
257000,209604.31,47395.6875
97000,133231.2,36231.203125
128000,180451.97,52451.96875
294000,240461.45,53538.546875
368000,249391.97,118608.03125
145000,159652.1,14652.09375
124000,174918.14,50918.140625
161000,185212.52,24212.515625
219000,170914.53,48085.46875
669000,362717.56,306282.4375
168000,144343.38,23656.625
512000,346481.12,165518.875
275000,241160.0,33840.0
88000,122877.055,34877.0546875
538000,469427.53,68572.46875
258000,217293.61,40706.390625
484000,268012.62,215987.375
859000,427202.2,431797.8125
805000,629018.8,175981.1875
99000,134779.33,35779.328125
106000,143623.33,37623.328125
136000,159844.1,23844.09375
561000,612782.9,51782.875
390000,380835.2,9164.8125
1041000,845449.44,195550.5625
439000,354844.06,84155.9375
502000,506749.88,4749.875
174000,189931.8,15931.796875
721000,600876.0,120124.0
182000,183297.12,1297.125
1090000,612390.0,477610.0
313000,326259.88,13259.875
270000,227900.36,42099.640625
936000,868011.75,67988.25
291000,196908.4,94091.59375
379000,264179.22,114820.78125
549000,289515.97,259484.03125
248000,161797.02,86202.984375
65000,154204.0,89204.0
242000,165473.31,76526.6875
426000,373622.38,52377.625
543000,408442.38,134557.625
160000,157504.61,2495.390625
511000,442690.03,68309.96875
930000,778945.75,151054.25
99000,92024.08,6975.921875
88000,136491.73,48491.734375
212000,219672.78,7672.78125
153000,152420.0,580.0
161000,186939.38,25939.375
344000,272384.75,71615.25
99000,154160.48,55160.484375
126000,134295.31,8295.3125
251000,185061.88,65938.125
771000,628837.4,142162.625
169000,132654.47,36345.53125
454000,290726.53,163273.46875
74000,160700.92,86700.921875
343000,209377.12,133622.875
140000,136715.34,3284.65625
572000,318891.78,253108.21875
400000,219634.14,180365.859375
478000,352350.4,125649.59375
444000,263427.34,180572.65625
200000,207637.6,7637.59375
196000,149570.39,46429.609375
99000,150790.27,51790.265625
726000,410341.06,315658.9375
186000,220396.1,34396.09375
176000,148584.66,27415.34375
324000,307280.7,16719.3125
323000,214496.53,108503.46875
373000,316194.72,56805.28125
360000,263941.03,96058.96875
173000,123053.92,49946.078125
188000,161687.3,26312.703125
200000,191708.78,8291.21875
162000,174862.33,12862.328125
719000,508738.9,210261.09375
384000,265895.7,118104.3125
121000,127082.195,6082.1953125
564000,405657.62,158342.375
549000,520836.28,28163.71875
269000,208093.81,60906.1875
123000,148325.94,25325.9375
154000,151243.88,2756.125
300000,204612.06,95387.9375
294000,293371.12,628.875
89000,146351.05,57351.046875
292000,223145.12,68854.875
835000,671623.4,163376.625
559000,320181.22,238818.78125
293000,316083.4,23083.40625
177000,149719.72,27280.28125
207000,171949.25,35050.75
441000,402675.44,38324.5625
191000,221608.56,30608.5625
521000,367321.12,153678.875
88000,144043.69,56043.6875
1023000,602578.25,420421.75
426000,338674.53,87325.46875
339000,291479.0,47521.0
191000,209842.77,18842.765625
298000,188755.62,109244.375
472000,279515.03,192484.96875
66000,130217.23,64217.2265625
577000,458842.7,118157.3125
114000,154091.83,40091.828125
164000,185700.84,21700.84375
1233000,894292.8,338707.1875
290000,263409.97,26590.03125
362000,199927.28,162072.71875
135000,140780.02,5780.015625
184000,228984.52,44984.515625
741000,656467.25,84532.75
296000,260533.92,35466.078125
1151000,777993.94,373006.0625
147000,220153.44,73153.4375
376000,294077.75,81922.25
354000,319857.3,34142.6875
153000,181443.48,28443.484375
783000,781037.3,1962.6875
167000,190113.06,23113.0625
199000,188170.14,10829.859375
444000,438811.72,5188.28125
113000,138690.12,25690.125
177000,142090.39,34909.609375
102000,131070.68,29070.6796875
182000,144689.75,37310.25
483000,327280.38,155719.625
233000,208893.44,24106.5625
142000,149610.75,7610.75
261000,226637.33,34362.671875
137000,143047.53,6047.53125
820000,805255.4,14744.625
635000,376057.28,258942.71875
831000,636968.1,194031.875
174000,165634.25,8365.75
224000,157313.03,66686.96875
81000,110820.875,29820.875
189000,251742.97,62742.96875
611000,451070.47,159929.53125
244000,195075.31,48924.6875
171000,208617.44,37617.4375
238000,231193.1,6806.90625
209000,203844.78,5155.21875
209000,214020.53,5020.53125
282000,278496.94,3503.0625
133000,144170.34,11170.34375
97000,148320.39,51320.390625
137000,172698.16,35698.15625
459000,265007.78,193992.21875
166000,167677.94,1677.9375
106000,147849.38,41849.375
170000,194207.88,24207.875
166000,178469.0,12469.0
138000,147171.4,9171.40625
89000,141270.78,52270.78125
110000,136786.89,26786.890625
150000,178528.08,28528.078125
523000,320033.9,202966.09375
585000,602349.75,17349.75
179000,162496.9,16503.09375
259000,142755.0,116245.0
525000,447116.25,77883.75
399000,325746.47,73253.53125
176000,199673.7,23673.703125
107000,156113.31,49113.3125
68000,106991.25,38991.25
247000,192628.66,54371.34375
121000,160607.0,39607.0
193000,217292.58,24292.578125
171000,161445.45,9554.546875
130000,173884.12,43884.125
631000,413489.6,217510.40625
361000,331397.22,29602.78125
898000,564631.0,333369.0
344000,244970.14,99029.859375
116000,153324.39,37324.390625
112000,145053.66,33053.65625
592000,335680.62,256319.375
118000,128985.64,10985.640625
151000,185746.02,34746.015625
354000,415142.2,61142.1875
159000,182239.94,23239.9375
375000,227729.86,147270.140625
125000,135741.6,10741.59375
343000,263160.34,79839.65625
756000,771752.44,15752.4375
129000,136715.95,7715.953125
278000,263496.1,14503.90625
447000,202264.88,244735.125
1167000,770812.94,396187.0625
130000,138049.03,8049.03125
384000,280012.3,103987.6875
920000,640722.9,279277.125
742000,687067.06,54932.9375
105000,176418.72,71418.71875
289000,240605.1,48394.90625
191000,207586.19,16586.1875
174000,194075.81,20075.8125
74000,114655.19,40655.1875
322000,256024.17,65975.828125
145000,168032.84,23032.84375
758000,552338.5,205661.5
454000,363946.44,90053.5625
639000,598313.9,40686.125
785000,575726.75,209273.25
701000,502443.12,198556.875
532000,331402.0,200598.0
345000,225158.78,119841.21875
149000,168758.47,19758.46875
87000,128095.61,41095.609375
96000,121220.07,25220.0703125
437000,287307.34,149692.65625
177000,160309.1,16690.90625
884000,548249.4,335750.625
360000,254614.48,105385.515625
112000,141847.4,29847.40625
167000,184287.81,17287.8125
508000,382667.56,125332.4375
659000,391204.5,267795.5
332000,247833.11,84166.890625
69000,126604.61,57604.609375
234000,205595.03,28404.96875
243000,268635.94,25635.9375
102000,135679.78,33679.78125
406000,282431.66,123568.34375
199000,189111.08,9888.921875
178000,302802.56,124802.5625
268000,363290.12,95290.125
343000,191889.97,151110.03125
180000,200456.83,20456.828125
833000,725131.5,107868.5
348000,282448.6,65551.40625
151000,148549.44,2450.5625
679000,516822.6,162177.40625
107000,166683.73,59683.734375
201000,217329.6,16329.59375
146000,201516.12,55516.125
186000,194600.33,8600.328125
160000,143402.56,16597.4375
176000,211209.53,35209.53125
137000,216369.34,79369.34375
122000,132958.25,10958.25
172000,150623.94,21376.0625
161000,223286.08,62286.078125
309000,283062.03,25937.96875
307000,211026.8,95973.203125
125000,143238.25,18238.25
415000,279450.4,135549.59375
188000,147105.22,40894.78125
792000,412460.88,379539.125
117000,153374.89,36374.890625
163000,156173.72,6826.28125
195000,161787.7,33212.296875
160000,168064.92,8064.921875
311000,234076.27,76923.734375
213000,164552.69,48447.3125
383000,267152.06,115847.9375
717000,334763.3,382236.6875
117000,163582.16,46582.15625
487000,740864.0,253864.0
130000,124876.805,5123.1953125
237000,246727.48,9727.484375
195000,210803.66,15803.65625
126000,143491.88,17491.875
404000,316058.75,87941.25
181000,147967.31,33032.6875
1245000,638462.6,606537.375
185000,170720.28,14279.71875
1079000,821478.2,257521.8125
631000,437843.9,193156.09375
135000,209849.53,74849.53125
258000,230157.81,27842.1875
272000,183757.66,88242.34375
131000,149027.31,18027.3125
217000,148213.89,68786.109375
210000,138665.94,71334.0625
1072000,401984.66,670015.34375
406000,363838.12,42161.875
130000,145067.53,15067.53125
516000,335547.56,180452.4375
166000,197684.25,31684.25
141000,210134.2,69134.203125
198000,207890.48,9890.484375
173000,147036.16,25963.84375
257000,218962.12,38037.875
302000,301115.44,884.5625
257000,292514.28,35514.28125
179000,242560.61,63560.609375
278000,190399.1,87600.90625
328000,218191.81,109808.1875
146000,245656.39,99656.390625
144000,134142.0,9858.0
159000,179588.38,20588.375
442000,246494.23,195505.765625
298000,215536.11,82463.890625
125000,143682.12,18682.125
264000,166833.44,97166.5625
183000,173816.22,9183.78125
155000,191590.47,36590.46875
387000,281927.12,105072.875
271000,310093.34,39093.34375
131000,150288.69,19288.6875
425000,199965.67,225034.328125
195000,179427.16,15572.84375
85000,147095.88,62095.875
183000,171882.25,11117.75
390000,423514.44,33514.4375
558000,431280.44,126719.5625
456000,383433.66,72566.34375
364000,323161.62,40838.375
173000,187662.72,14662.71875
480000,337450.53,142549.46875
125000,153861.69,28861.6875
252000,193015.6,58984.40625
210000,188806.05,21193.953125
437000,237545.48,199454.515625
923000,833515.6,89484.375
389000,256991.22,132008.78125
694000,795369.2,101369.1875
222000,327248.25,105248.25
281000,193583.3,87416.703125
345000,222596.8,122403.203125
159000,182477.05,23477.046875
488000,454198.97,33801.03125
158000,168776.92,10776.921875
161000,182096.06,21096.0625
124000,172587.52,48587.515625
192000,157099.62,34900.375
299000,244386.7,54613.296875
740000,477042.06,262957.9375
560000,495477.75,64522.25
120000,139400.97,19400.96875
630000,433797.7,196202.3125
217000,202433.48,14566.515625
58000,146301.39,88301.390625
181000,175250.45,5749.546875
102000,150197.05,48197.046875
297000,191960.66,105039.34375
155000,135627.38,19372.625
554000,349139.66,204860.34375
316000,405121.84,89121.84375
208000,170513.16,37486.84375
220000,205564.12,14435.875
161000,179364.55,18364.546875
372000,351967.8,20032.1875
169000,172588.73,3588.734375
85000,133065.44,48065.4375
943000,589493.94,353506.0625
228000,165490.88,62509.125
739000,463207.06,275792.9375
131000,140994.95,9994.953125
151000,150303.84,696.15625
227000,213064.33,13935.671875
401000,421094.7,20094.6875
171000,149944.55,21055.453125
398000,290543.4,107456.59375
173000,155008.34,17991.65625
155000,171022.67,16022.671875
285000,217333.62,67666.375
126000,215620.81,89620.8125
128000,159499.52,31499.515625
785000,571236.9,213763.125
172000,164900.75,7099.25
291000,213216.02,77783.984375
209000,157056.03,51943.96875
191000,224690.61,33690.609375
181000,149612.17,31387.828125
169000,157906.75,11093.25
1102000,553499.75,548500.25
181000,182996.16,1996.15625
218000,263069.16,45069.15625
148000,149090.34,1090.34375
676000,443989.5,232010.5
690000,483244.66,206755.34375
270000,220246.16,49753.84375
196000,219994.05,23994.046875
771000,309697.12,461302.875
249000,236853.56,12146.4375
390000,260838.25,129161.75
176000,142500.44,33499.5625
564000,449625.06,114374.9375
354000,327784.22,26215.78125
459000,507173.8,48173.8125
419000,447582.5,28582.5
65000,126789.7,61789.703125
128000,129797.01,1797.0078125
155000,155553.38,553.375
893000,833559.8,59440.1875
793000,525692.4,267307.625
127000,130920.36,3920.359375
122000,224411.95,102411.953125
294000,263772.34,30227.65625
694000,483318.38,210681.625
329000,221869.22,107130.78125
61000,99543.05,38543.046875
178000,202230.88,24230.875
120000,170945.77,50945.765625
738000,704173.75,33826.25
174000,213305.86,39305.859375
377000,355094.4,21905.59375
684000,412116.25,271883.75
177000,153666.81,23333.1875
220000,167041.88,52958.125
1224000,812615.5,411384.5
113000,128606.375,15606.375
200000,290281.3,90281.3125
540000,293646.2,246353.8125
115000,97551.92,17448.078125
156000,213172.14,57172.140625
135000,174382.5,39382.5
148000,137188.03,10811.96875
624000,282604.03,341395.96875
426000,282747.34,143252.65625
297000,205737.36,91262.640625
163000,175734.05,12734.046875
369000,262800.97,106199.03125
207000,144240.5,62759.5
159000,184223.19,25223.1875
175000,183098.95,8098.953125
181000,223124.03,42124.03125
170000,137777.25,32222.75
67000,134831.44,67831.4375
1033000,720881.5,312118.5
687000,418598.2,268401.8125
158000,183207.33,25207.328125
485000,210670.1,274329.90625
384000,399889.1,15889.09375
532000,374029.3,157970.6875
169000,172498.39,3498.390625
43000,121542.234,78542.234375
245000,223545.64,21454.359375
141000,159399.75,18399.75
575000,393862.56,181137.4375
123000,180832.53,57832.53125
742000,641123.4,100876.625
222000,244586.9,22586.90625
373000,225646.84,147353.15625
540000,283502.6,256497.40625
246000,207882.88,38117.125
167000,137067.52,29932.484375
139000,174273.69,35273.6875
164000,160120.16,3879.84375
142000,138460.53,3539.46875
336000,209473.25,126526.75
147000,190156.66,43156.65625
566000,299337.78,266662.21875
698000,520644.22,177355.78125
138000,147065.38,9065.375
378000,266072.97,111927.03125
439000,238875.78,200124.21875
147000,236759.08,89759.078125
171000,166809.34,4190.65625
210000,201788.33,8211.671875
109000,139907.89,30907.890625
458000,219624.77,238375.234375
194000,223284.77,29284.765625
387000,210081.52,176918.484375
249000,192344.12,56655.875
272000,262738.22,9261.78125
443000,359853.22,83146.78125
144000,189133.08,45133.078125
243000,152251.16,90748.84375
1007000,617941.44,389058.5625
736000,419830.12,316169.875
85000,211758.78,126758.78125
111000,136727.69,25727.6875
268000,219765.97,48234.03125
156000,135686.38,20313.625
384000,283700.2,100299.8125
286000,190578.7,95421.296875
219000,160232.44,58767.5625
75000,147913.31,72913.3125
594000,433181.62,160818.375
50000,157338.94,107338.9375
605000,385742.88,219257.125
306000,375603.66,69603.65625
163000,168340.03,5340.03125
235000,245013.58,10013.578125
160000,132329.83,27670.171875
304000,216721.8,87278.203125
89000,125376.414,36376.4140625
230000,249753.33,19753.328125
442000,436557.1,5442.90625
170000,163343.53,6656.46875
143000,175247.4,32247.40625
411000,207936.56,203063.4375
693000,482826.56,210173.4375
148000,176643.83,28643.828125
230000,196024.22,33975.78125
324000,151801.44,172198.5625
121000,154456.25,33456.25
211000,210332.5,667.5
229000,161510.17,67489.828125
138000,167523.48,29523.484375
117000,171664.1,54664.09375
1108000,810877.56,297122.4375
138000,172790.28,34790.28125
580000,267353.53,312646.46875
164000,182681.84,18681.84375
353000,313931.94,39068.0625
200000,181471.31,18528.6875
416000,413682.12,2317.875
121000,141345.52,20345.515625
148000,165667.73,17667.734375
367000,285947.0,81053.0
182000,208861.2,26861.203125
255000,192758.94,62241.0625
281000,164715.45,116284.546875
212000,198377.38,13622.625
180000,173620.2,6379.796875
308000,228046.17,79953.828125
702000,396667.25,305332.75
187000,198873.81,11873.8125
461000,301251.53,159748.46875
439000,373670.44,65329.5625
541000,459459.3,81540.6875
124000,156579.44,32579.4375
105000,165504.39,60504.390625
80000,93877.09,13877.09375
417000,238352.36,178647.640625
221000,175495.12,45504.875
354000,294477.06,59522.9375
371000,271401.3,99598.6875
129000,185336.06,56336.0625
519000,403275.5,115724.5
538000,234191.98,303808.015625
353000,247453.9,105546.09375
129000,152242.66,23242.65625
335000,272979.6,62020.40625
219000,212749.45,6250.546875
179000,149487.34,29512.65625
725000,546603.8,178396.1875
233000,165783.78,67216.21875
349000,241844.55,107155.453125
154000,182269.84,28269.84375
241000,169318.53,71681.46875
786000,503849.97,282150.03125
229000,178488.78,50511.21875
572000,426675.0,145325.0
386000,363331.8,22668.1875
167000,138004.28,28995.71875
169000,160100.58,8899.421875
107000,149494.22,42494.21875
353000,206454.81,146545.1875
800000,419875.0,380125.0
93000,134730.28,41730.28125
250000,296073.44,46073.4375
441000,376929.7,64070.3125
127000,167764.66,40764.65625
327000,291130.7,35869.3125
900000,568794.75,331205.25
439000,452528.7,13528.6875
388000,310530.0,77470.0
140000,161598.62,21598.625
574000,493065.6,80934.40625
915000,656807.7,258192.3125
136000,138588.6,2588.59375
267000,202080.6,64919.40625
976000,757362.5,218637.5
312000,233593.3,78406.703125
410000,361844.62,48155.375
170000,183184.0,13184.0
153000,142029.4,10970.59375
142000,180107.6,38107.59375
861000,700258.4,160741.625
348000,293176.5,54823.5
152000,160071.05,8071.046875
351000,262932.6,88067.40625
373000,277378.94,95621.0625
224000,186179.28,37820.71875
